DTXSID,PREFERRED NAME,casrn,INCHIKEY,IUPAC NAME,smiles,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays,predictions_model2
DTXSID2049424,"1,8-Diazabicyclo[5.4.0]undec-7-ene",6674-22-2,GQHTUMJGOHRCHB-UHFFFAOYSA-N,"2,3,4,6,7,8,9,10-Octahydropyrimido[1,2-a]azepine",C1CN=C2CCCCCN2C1,InChI=1S/C9H16N2/c1-2-5-9-10-6-4-8-11(9)7-3-1/h1-8H2,C9H16N2,152.241,152.131349,80,51.0,308.0,,2,0/235,0.0,235.0,Inactive
DTXSID6020802,Melamine,108-78-1,JDSHMPZPIAZGSV-UHFFFAOYSA-N,"1,3,5-Triazine-2,4,6-triamine",NC1=NC(N)=NC(N)=N1,"InChI=1S/C3H6N6/c4-1-7-2(5)9-3(6)8-1/h(H6,4,5,6,7,8,9)",C3H6N6,126.123,126.065394,178,934.0,162.0,90.0,1,0/235,0.0,235.0,Inactive
DTXSID6021117,Phenazone,60-80-0,VEQOALNAAJBPNY-UHFFFAOYSA-N,"1,5-Dimethyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one",CN1N(C(=O)C=C1C)C1=CC=CC=C1,"InChI=1S/C11H12N2O/c1-9-8-11(14)13(12(9)2)10-6-4-3-5-7-10/h3-8H,1-2H3",C11H12N2O,188.23,188.094963,149,4363.0,221.0,1.0,2,0/401,0.0,401.0,Inactive
DTXSID7029249,"1,1,4,7,7-Pentamethyldiethylenetriamine",3030-47-5,UKODFQOELJFMII-UHFFFAOYSA-N,"N~1~-[2-(Dimethylamino)ethyl]-N~1~,N~2~,N~2~-trimethylethane-1,2-diamine",CN(C)CCN(C)CCN(C)C,"InChI=1S/C9H23N3/c1-10(2)6-8-12(5)9-7-11(3)4/h6-9H2,1-5H3",C9H23N3,173.304,173.189198,89,,110.0,9.0,2,1/235,0.0,235.0,Inactive
DTXSID3021437,4-Vinylcyclohexene,100-40-3,BBDKZWKEPDTENS-UHFFFAOYSA-N,4-Ethenylcyclohex-1-ene,C=CC1CCC=CC1,"InChI=1S/C8H12/c1-2-8-6-4-3-5-7-8/h2-4,8H,1,5-7H2",C8H12,108.184,108.093900,129,45.0,91.0,15.0,2,1/235,0.0,235.0,Inactive
DTXSID6029123,"2-Methyl-1,4-benzenediamine",95-70-5,OBCSAIDCZQSFQH-UHFFFAOYSA-N,"2-Methylbenzene-1,4-diamine",CC1=C(N)C=CC(N)=C1,"InChI=1S/C7H10N2/c1-5-4-6(8)2-3-7(5)9/h2-4H,8-9H2,1H3",C7H10N2,122.171,122.084398,106,33.0,116.0,,2,0/3,0.0,3.0,Inactive
DTXSID7044130,Sulfadiazine,68-35-9,SEEPANYCNGTZFQ-UHFFFAOYSA-N,4-Amino-N-(pyrimidin-2-yl)benzene-1-sulfonamide,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,"InChI=1S/C10H10N4O2S/c11-8-2-4-9(5-3-8)17(15,16)14-10-12-6-1-7-13-10/h1-7H,11H2,(H,12,13,14)",C10H10N4O2S,250.28,250.052447,129,2781.0,226.0,8.0,1,0/79,0.0,79.0,Inactive
DTXSID0020448,"1,2-Dichloropropane",78-87-5,KNKRKFALVUDBJE-UHFFFAOYSA-N,"1,2-Dichloropropane",CC(Cl)CCl,"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",C3H6Cl2,112.98,111.984656,216,74.0,114.0,44.0,1,0/235,0.0,235.0,Inactive
DTXSID3039242,Benzene,71-43-2,UHOVQNZJYSORNB-UHFFFAOYSA-N,Benzene,C1=CC=CC=C1,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,C6H6,78.114,78.046950,268,8535.0,570.0,2988.0,2,1/235,0.0,235.0,Inactive
DTXSID0021381,"1,1,1-Trichloroethane",71-55-6,UOCLXMDMGBRAIB-UHFFFAOYSA-N,"1,1,1-Trichloroethane",CC(Cl)(Cl)Cl,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",C2H3Cl3,133.4,131.930033,230,385.0,112.0,3053.0,2,1/235,0.0,235.0,Inactive
DTXSID8026515,Hexahydrophthalic anhydride,85-42-7,MUTGBJKUEZFXGO-UHFFFAOYSA-N,"Hexahydro-2-benzofuran-1,3-dione",O=C1OC(=O)C2CCCCC12,"InChI=1S/C8H10O3/c9-7-5-3-1-2-4-6(5)8(10)11-7/h5-6H,1-4H2",C8H10O3,154.165,154.062994,97,111.0,133.0,138.0,2,0/235,0.0,235.0,Inactive
DTXSID6020981,2-Nitropropane,79-46-9,FGLBSLMDCBOPQK-UHFFFAOYSA-N,2-Nitropropane,CC(C)[N+]([O-])=O,"InChI=1S/C3H7NO2/c1-3(2)4(5)6/h3H,1-2H3",C3H7NO2,89.094,89.047678,169,113.0,114.0,29.0,2,2/405,0.0,405.0,Inactive
DTXSID4021890,Isopropyl ether,108-20-3,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,2-[(Propan-2-yl)oxy]propane,CC(C)OC(C)C,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",C6H14O,102.177,102.104465,150,38.0,248.0,6.0,2,1/235,0.0,235.0,Inactive
DTXSID3020413,"1,2-Dibromo-3-chloropropane",96-12-8,WBEJYOJJBDISQU-UHFFFAOYSA-N,"1,2-Dibromo-3-chloropropane",ClCC(Br)CBr,"InChI=1S/C3H5Br2Cl/c4-1-3(5)2-6/h3H,1-2H2",C3H5Br2Cl,236.33,233.844654,173,244.0,86.0,24.0,1,0/235,0.0,235.0,Inactive
DTXSID0044521,Diatrizoic acid,117-96-4,YVPYQUNUQOZFHG-UHFFFAOYSA-N,"3,5-Diacetamido-2,4,6-triiodobenzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,"InChI=1S/C11H9I3N2O4/c1-3(17)15-9-6(12)5(11(19)20)7(13)10(8(9)14)16-4(2)18/h1-2H3,(H,15,17)(H,16,18)(H,19,20)",C11H9I3N2O4,613.916,613.769640,86,5469.0,130.0,,1,1/235,0.0,235.0,Inactive
DTXSID6023737,Venlafaxine,93413-69-5,PNVNVHUZROJLTJ-UHFFFAOYSA-N,1-[2-(Dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,"InChI=1/C17H27NO2/c1-18(2)13-16(17(19)11-5-4-6-12-17)14-7-9-15(20-3)10-8-14/h7-10,16,19H,4-6,11-13H2,1-3H3",C17H27NO2,277.408,277.204179,107,,160.0,,2,1/235,0.0,235.0,Inactive
DTXSID3027037,Sulfolane,126-33-0,HXJUTPCZVOIRIF-UHFFFAOYSA-N,"1lambda~6~-Thiolane-1,1-dione",O=S1(=O)CCCC1,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,C4H8O2S,120.17,120.024501,137,54.0,190.0,18.0,2,1/235,0.0,235.0,Inactive
DTXSID4029224,Amino(imino)methanesulfinic acid,1758-73-2,FYOWZTWVYZOZSI-UHFFFAOYSA-N,Amino(imino)methanesulfinic acid,NC(=N)S(O)=O,"InChI=1S/CH4N2O2S/c2-1(3)6(4)5/h(H3,2,3)(H,4,5)",CH4N2O2S,108.12,107.999349,74,14.0,90.0,,2,0/235,0.0,235.0,Inactive
DTXSID3027823,Methyltri(2-butanoneoximyl)silane,22984-54-9,OGZPYBBKQGPQNU-UHFFFAOYSA-N,"N,N',N''-[(Methylsilanetriyl)tris(oxy)]tri(butan-2-imine)",CCC(C)=NO[Si](C)(ON=C(C)CC)ON=C(C)CC,"InChI=1S/C13H27N3O3Si/c1-8-11(4)14-17-20(7,18-15-12(5)9-2)19-16-13(6)10-3/h8-10H2,1-7H3",C13H27N3O3Si,301.462,301.182168,77,,21.0,76.0,1,0/235,0.0,235.0,Inactive
DTXSID9021841,N-Methylaniline,100-61-8,AFBPFSWMIHJQDM-UHFFFAOYSA-N,N-Methylaniline,CNC1=CC=CC=C1,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",C7H9N,107.156,107.073499,151,72.0,154.0,3.0,2,0/235,0.0,235.0,Inactive
DTXSID3026067,Sulfapyridine,144-83-2,GECHUMIMRBOMGK-UHFFFAOYSA-N,4-Amino-N-(pyridin-2-yl)benzene-1-sulfonamide,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,"InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14)",C11H11N3O2S,249.29,249.057198,124,424.0,224.0,,2,1/235,0.0,235.0,Inactive
DTXSID2026157,"Toluene-2,6-diisocyanate",91-08-7,RUELTTOHQODFPA-UHFFFAOYSA-N,"1,3-Diisocyanato-2-methylbenzene",CC1=C(C=CC=C1N=C=O)N=C=O,"InChI=1S/C9H6N2O2/c1-7-8(10-5-12)3-2-4-9(7)11-6-13/h2-4H,1H3",C9H6N2O2,174.159,174.042927,115,42.0,92.0,48.0,1,0/235,0.0,235.0,Inactive
DTXSID2044397,Trifluoromethanesulfonic acid,1493-13-6,ITMCEJHCFYSIIV-UHFFFAOYSA-N,Trifluoromethanesulfonic acid,OS(=O)(=O)C(F)(F)F,"InChI=1S/CHF3O3S/c2-1(3,4)8(5,6)7/h(H,5,6,7)",CHF3O3S,150.07,149.959850,91,446.0,136.0,2.0,1,1/235,0.0,235.0,Inactive
DTXSID4024222,Nitroguanidine,556-88-7,IDCPFAYURAQKDZ-UHFFFAOYSA-N,N-Nitroguanidinato,NC(=N)N[N+]([O-])=O,"InChI=1S/CH4N4O2/c2-1(3)4-5(6)7/h(H4,2,3,4)",CH4N4O2,104.069,104.033425,104,18.0,74.0,3.0,2,1/235,0.0,235.0,Inactive
DTXSID8021438,"1,1-Dichloroethylene",75-35-4,LGXVIGDEPROXKC-UHFFFAOYSA-N,"1,1-Dichloroethene",ClC(Cl)=C,InChI=1S/C2H2Cl2/c1-2(3)4/h1H2,C2H2Cl2,96.94,95.953356,205,144.0,116.0,71.0,2,1/401,0.0,401.0,Inactive
DTXSID8020250,Carbon tetrachloride,56-23-5,VZGDMQKNWNREIO-UHFFFAOYSA-N,Tetrachloromethane,ClC(Cl)(Cl)Cl,"InChI=1S/CCl4/c2-1(3,4)5",CCl4,153.81,151.875411,239,11059.0,114.0,233.0,2,1/235,0.0,235.0,Inactive
DTXSID3020964,Nitrobenzene,98-95-3,LQNUZADURLCDLV-UHFFFAOYSA-N,Nitrobenzene,[O-][N+](=O)C1=CC=CC=C1,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,C6H5NO2,123.111,123.032028,231,748.0,214.0,33.0,2,7/864,1.0,864.0,Inactive
DTXSID3024998,"2,4-Dichloronitrobenzene",611-06-3,QUIMTLZDMCNYGY-UHFFFAOYSA-N,"2,4-Dichloro-1-nitrobenzene",[O-][N+](=O)C1=CC=C(Cl)C=C1Cl,InChI=1S/C6H3Cl2NO2/c7-4-1-2-6(9(10)11)5(8)3-4/h1-3H,C6H3Cl2NO2,192.0,190.954084,99,11.0,125.0,,2,2/235,1.0,235.0,Inactive
DTXSID5021251,Saccharin,81-07-2,CVHZOJJKTDOEJC-UHFFFAOYSA-N,"1H-1lambda~6~,2-Benzothiazole-1,1,3(2H)-trione",O=C1NS(=O)(=O)C2=C1C=CC=C2,"InChI=1S/C7H5NO3S/c9-7-5-3-1-2-4-6(5)12(10,11)8-7/h1-4H,(H,8,9)",C7H5NO3S,183.18,182.999014,194,2718.0,258.0,459.0,1,5/437,1.0,437.0,Inactive
DTXSID9034490,Cyanamide,420-04-2,XZMCDFZZKTWFGF-UHFFFAOYSA-N,Cyanamide,NC#N,InChI=1S/CH2N2/c2-1-3/h2H2,CH2N2,42.041,42.021798,155,539.0,129.0,1.0,2,13/911,1.0,911.0,Inactive
DTXSID4026769,Hexamethyldisiloxane,107-46-0,UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,C[Si](C)(C)O[Si](C)(C)C,"InChI=1S/C6H18OSi2/c1-8(2,3)7-9(4,5)6/h1-6H3",C6H18OSi2,162.379,162.089618,142,44.0,145.0,35.0,2,3/426,1.0,426.0,Inactive
DTXSID1021790,2-Nitrophenol,88-75-5,IQUPABOKLQSFBK-UHFFFAOYSA-N,2-Nitrophenol,OC1=C(C=CC=C1)[N+]([O-])=O,"InChI=1S/C6H5NO3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H",C6H5NO3,139.11,139.026943,174,84.0,189.0,16.0,2,6/433,1.0,433.0,Inactive
DTXSID2047644,Isoquinoline,119-65-3,AWJUIBRHMBBTKR-UHFFFAOYSA-N,Isoquinoline,C1=CC2=C(C=C1)C=NC=C2,InChI=1S/C9H7N/c1-2-4-9-7-10-6-5-8(9)3-1/h1-7H,C9H7N,129.162,129.057849,143,287.0,319.0,,2,5/403,1.0,403.0,Inactive
DTXSID0021383,Trichloroethylene,79-01-6,XSTXAVWGXDQKEL-UHFFFAOYSA-N,"1,1,2-Trichloroethene",ClC=C(Cl)Cl,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,C2HCl3,131.38,129.914383,258,4105.0,181.0,413.0,1,3/235,1.0,235.0,Inactive
DTXSID2024822,Chlorotrimethylsilane,75-77-4,IJOOHPMOJXWVHK-UHFFFAOYSA-N,Chloro(trimethyl)silane,C[Si](C)(C)Cl,"InChI=1S/C3H9ClSi/c1-5(2,3)4/h1-3H3",C3H9ClSi,108.64,108.016205,106,72.0,165.0,5.0,2,2/235,1.0,235.0,Inactive
DTXSID8044597,"(Phenylphosphoryl)bis[(2,4,6-trimethylphenyl)methanone]",162881-26-7,GUCYFKSBFREPBC-UHFFFAOYSA-N,"(Phenylphosphoryl)bis[(2,4,6-trimethylphenyl)methanone]",CC1=CC(C)=C(C(=O)P(=O)(C(=O)C2=C(C)C=C(C)C=C2C)C2=CC=CC=C2)C(C)=C1,"InChI=1S/C26H27O3P/c1-16-12-18(3)23(19(4)13-16)25(27)30(29,22-10-8-7-9-11-22)26(28)24-20(5)14-17(2)15-21(24)6/h7-15H,1-6H3",C26H27O3P,418.473,418.169782,68,,66.0,,2,2/235,1.0,235.0,Inhibitor_very weak
DTXSID6024462,3-Aminobenzenesulfonic acid,121-47-1,ZAJAQTYSTDTMCU-UHFFFAOYSA-N,3-Aminobenzene-1-sulfonic acid,NC1=CC(=CC=C1)S(O)(=O)=O,"InChI=1S/C6H7NO3S/c7-5-2-1-3-6(4-5)11(8,9)10/h1-4H,7H2,(H,8,9,10)",C6H7NO3S,173.19,173.014664,79,2.0,133.0,,2,3/235,1.0,235.0,Inactive
DTXSID2021735,Dimethyl sulfoxide,67-68-5,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,(Methanesulfinyl)methane,CS(C)=O,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,C2H6OS,78.13,78.013936,220,13943.0,3078.0,81.0,2,5/434,1.0,434.0,Inactive
DTXSID6020438,"1,2-Dichloroethane",107-06-2,WSLDOOZREJYCGB-UHFFFAOYSA-N,"1,2-Dichloroethane",ClCCCl,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,C2H4Cl2,98.95,97.969005,246,414.0,503.0,195.0,1,5/400,1.0,400.0,Inactive
DTXSID7026526,2-Amino-5-methylbenzenesulfonic acid,88-44-8,LTPSRQRIPCVMKQ-UHFFFAOYSA-N,2-Amino-5-methylbenzene-1-sulfonic acid,CC1=CC=C(N)C(=C1)S(O)(=O)=O,"InChI=1S/C7H9NO3S/c1-5-2-3-6(8)7(4-5)12(9,10)11/h2-4H,8H2,1H3,(H,9,10,11)",C7H9NO3S,187.21,187.030314,90,,104.0,,2,4/403,1.0,403.0,Inactive
DTXSID4025791,2-Nitrotoluene,88-72-2,PLAZTCDQAHEYBI-UHFFFAOYSA-N,1-Methyl-2-nitrobenzene,CC1=CC=CC=C1[N+]([O-])=O,"InChI=1S/C7H7NO2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3",C7H7NO2,137.138,137.047678,173,55.0,137.0,3.0,2,7/836,1.0,836.0,Inactive
DTXSID2042436,Sulisobenzone,4065-45-6,CXVGEDCSTKKODG-UHFFFAOYSA-N,5-Benzoyl-4-hydroxy-2-methoxybenzene-1-sulfonic acid,COC1=C(C=C(C(=O)C2=CC=CC=C2)C(O)=C1)S(O)(=O)=O,"InChI=1S/C14H12O6S/c1-20-12-8-11(15)10(7-13(12)21(17,18)19)14(16)9-5-3-2-4-6-9/h2-8,15H,1H3,(H,17,18,19)",C14H12O6S,308.3,308.035459,143,28.0,136.0,38.0,1,3/430,1.0,430.0,Inactive
DTXSID1020431,"1,4-Dichlorobenzene",106-46-7,OCJBOOLMMGQPQU-UHFFFAOYSA-N,"1,4-Dichlorobenzene",ClC1=CC=C(Cl)C=C1,InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H,C6H4Cl2,147.0,145.969006,266,202.0,170.0,207.0,2,11/855,1.0,855.0,Inactive
DTXSID1025271,N-Ethylaniline,103-69-5,OJGMBLNIHDZDGS-UHFFFAOYSA-N,N-Ethylaniline,CCNC1=CC=CC=C1,"InChI=1S/C8H11N/c1-2-9-8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",C8H11N,121.183,121.089149,137,1.0,133.0,2.0,2,11/844,1.0,844.0,Inactive
DTXSID0042379,Dimethoxydimethylsilane,1112-39-6,JJQZDUKDJDQPMQ-UHFFFAOYSA-N,Dimethoxy(dimethyl)silane,CO[Si](C)(C)OC,"InChI=1S/C4H12O2Si/c1-5-7(3,4)6-2/h1-4H3",C4H12O2Si,120.223,120.060656,81,,92.0,,2,6/429,1.0,429.0,Inactive
DTXSID0029189,Guanidine carbonate,593-85-1,STIAPHVBRDNOAJ-UHFFFAOYSA-N,Carbonic acid--guanidine (1/2),NC(N)=N.NC(N)=N.OC(O)=O,"InChI=1S/2CH5N3.CH2O3/c3*2-1(3)4/h2*(H5,2,3,4);(H2,2,3,4)",C3H12N6O3,180.168,180.097088,71,,55.0,14.0,2,2/235,1.0,235.0,Inactive
DTXSID6020692,Methenamine,100-97-0,VKYKSIONXSXAKP-UHFFFAOYSA-N,"1,3,5,7-Tetraazatricyclo[3.3.1.1~3,7~]decane",C1N2CN3CN1CN(C2)C3,InChI=1S/C6H12N4/c1-7-2-9-4-8(1)5-10(3-7)6-9/h1-6H2,C6H12N4,140.19,140.106196,186,1036.0,235.0,215.0,2,9/837,1.0,837.0,Inactive
DTXSID7021362,o-Toluenesulfonamide,88-19-7,YCMLQMDWSXFTIF-UHFFFAOYSA-N,2-Methylbenzene-1-sulfonamide,CC1=C(C=CC=C1)S(N)(=O)=O,"InChI=1S/C7H9NO2S/c1-6-4-2-3-5-7(6)11(8,9)10/h2-5H,1H3,(H2,8,9,10)",C7H9NO2S,171.21,171.035400,124,15.0,143.0,4.0,2,5/411,1.0,411.0,Inactive
DTXSID7026499,"4,4'-Oxybis(benzenesulfohydrazide)",80-51-3,NBOCQTNZUPTTEI-UHFFFAOYSA-N,"4,4'-Oxydi(benzene-1-sulfonohydrazide)",NNS(=O)(=O)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)NN)C=C1,"InChI=1S/C12H14N4O5S2/c13-15-22(17,18)11-5-1-9(2-6-11)21-10-3-7-12(8-4-10)23(19,20)16-14/h1-8,15-16H,13-14H2",C12H14N4O5S2,358.39,358.040562,94,,67.0,2.0,1,5/409,1.0,409.0,Inactive
DTXSID1026457,Azobisisobutyronitrile,78-67-1,OZAIFHULBGXAKX-UHFFFAOYSA-N,"2,2'-Diazenediylbis(2-methylpropanenitrile)",CC(C)(N=NC(C)(C)C#N)C#N,"InChI=1S/C8H12N4/c1-7(2,5-9)11-12-8(3,4)6-10/h1-4H3",C8H12N4,164.212,164.106196,106,115.0,182.0,6.0,1,3/406,1.0,406.0,Inactive
DTXSID2021319,Tetrachloroethylene,127-18-4,CYTYCFOTNPOANT-UHFFFAOYSA-N,Tetrachloroethene,ClC(Cl)=C(Cl)Cl,InChI=1S/C2Cl4/c3-1(4)2(5)6,C2Cl4,165.82,163.875411,267,1490.0,157.0,784.0,1,2/235,1.0,235.0,Inactive
DTXSID4020298,Chlorobenzene,108-90-7,MVPPADPHJFYWMZ-UHFFFAOYSA-N,Chlorobenzene,ClC1=CC=CC=C1,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,C6H5Cl,112.56,112.007978,249,364.0,312.0,167.0,2,2/235,1.0,235.0,Inactive
DTXSID8024810,2-Chloropyridine,109-09-1,OKDGRDCXVWSXDC-UHFFFAOYSA-N,2-Chloropyridine,ClC1=NC=CC=C1,InChI=1S/C5H4ClN/c6-5-3-1-2-4-7-5/h1-4H,C5H4ClN,113.54,113.003227,116,14.0,164.0,,2,5/406,1.0,406.0,Inactive
DTXSID9026924,"N,N-Dimethyl-1-hexadecanamine",112-69-6,NHLUVTZJQOJKCC-UHFFFAOYSA-N,"N,N-Dimethylhexadecan-1-amine",CCCCCCCCCCCCCCCCN(C)C,"InChI=1S/C18H39N/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(2)3/h4-18H2,1-3H3",C18H39N,269.517,269.308250,91,1.0,111.0,6.0,2,2/235,1.0,235.0,Inactive
DTXSID3026984,2-Chloro-1-methyl-4-nitrobenzene,121-86-8,LLYXJBROWQDVMI-UHFFFAOYSA-N,2-Chloro-1-methyl-4-nitrobenzene,CC1=CC=C(C=C1Cl)[N+]([O-])=O,"InChI=1S/C7H6ClNO2/c1-5-2-3-6(9(10)11)4-7(5)8/h2-4H,1H3",C7H6ClNO2,171.58,171.008706,72,3.0,117.0,,2,3/235,1.0,235.0,Inactive
DTXSID4020533,"1,4-Dioxane",123-91-1,RYHBNJHYFVUHQT-UHFFFAOYSA-N,"1,4-Dioxane",C1COCCO1,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C4H8O2,88.106,88.052429,239,540.0,898.0,424.0,2,2/235,1.0,235.0,Inactive
DTXSID0020280,1-Chloro-2-nitrobenzene,88-73-3,BFCFYVKQTRLZHA-UHFFFAOYSA-N,1-Chloro-2-nitrobenzene,[O-][N+](=O)C1=C(Cl)C=CC=C1,InChI=1S/C6H4ClNO2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,C6H4ClNO2,157.55,156.993056,148,27.0,151.0,1.0,2,4/404,1.0,404.0,Inactive
DTXSID3044962,"3,3'-Sulphonyldianiline",599-61-1,LJGHYPLBDBRCRZ-UHFFFAOYSA-N,"3,3'-Sulfonyldianiline",NC1=CC=CC(=C1)S(=O)(=O)C1=CC(N)=CC=C1,"InChI=1S/C12H12N2O2S/c13-9-3-1-5-11(7-9)17(15,16)12-6-2-4-10(14)8-12/h1-8H,13-14H2",C12H12N2O2S,248.3,248.061949,77,,117.0,1.0,2,5/403,1.0,403.0,Inactive
DTXSID6026797,"1,3,5-Trimethylbenzene",108-67-8,AUHZEENZYGFFBQ-UHFFFAOYSA-N,"1,3,5-Trimethylbenzene",CC1=CC(C)=CC(C)=C1,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",C9H12,120.195,120.093900,206,53.0,170.0,335.0,2,9/869,1.0,869.0,Inactive
DTXSID1023869,Ametryn,834-12-8,RQVYBGPQFYCBGX-UHFFFAOYSA-N,"N~2~-Ethyl-6-(methylsulfanyl)-N~4~-(propan-2-yl)-1,3,5-triazine-2,4-diamine",CCNC1=NC(SC)=NC(NC(C)C)=N1,"InChI=1S/C9H17N5S/c1-5-10-7-12-8(11-6(2)3)14-9(13-7)15-4/h6H,5H2,1-4H3,(H2,10,11,12,13,14)",C9H17N5S,227.33,227.120467,186,68.0,119.0,4.0,2,100/971,10.0,971.0,Inactive
DTXSID4024436,Allura Red C.I.16035,25956-17-6,CEZCCHQBSQPRMU-LLIZZRELSA-L,Disodium 6-hydroxy-5-[(E)-(2-methoxy-5-methyl-4-sulfonatophenyl)diazenyl]naphthalene-2-sulfonate,[Na+].[Na+].COC1=C(C=C(C)C(=C1)S([O-])(=O)=O)\N=N\C1=C2C=CC(=CC2=CC=C1O)S([O-])(=O)=O,"InChI=1S/C18H16N2O8S2.2Na/c1-10-7-14(16(28-2)9-17(10)30(25,26)27)19-20-18-13-5-4-12(29(22,23)24)8-11(13)3-6-15(18)21;;/h3-9,21H,1-2H3,(H,22,23,24)(H,25,26,27);;/q;2*+1/p-2/b20-19+;;",C18H14N2Na2O8S2,496.42,495.998696,138,57.0,75.0,59.0,1,87/894,10.0,894.0,Inactive
DTXSID4027600,"4-Amino-5-hydroxy-2,7-naphthalenedisulfonic acid monosodium salt",5460-09-3,QPILZZVXGUNELN-UHFFFAOYSA-M,Sodium 4-amino-5-hydroxy-7-sulfonaphthalene-2-sulfonate,[Na+].NC1=CC(=CC2=C1C(O)=CC(=C2)S(O)(=O)=O)S([O-])(=O)=O,"InChI=1S/C10H9NO7S2.Na/c11-8-3-6(19(13,14)15)1-5-2-7(20(16,17)18)4-9(12)10(5)8;/h1-4,12H,11H2,(H,13,14,15)(H,16,17,18);/q;+1/p-1",C10H8NNaO7S2,341.28,340.963988,54,,36.0,,1,23/235,10.0,235.0,Inactive
DTXSID7026156,"Toluene 2,4-diisocyanate",584-84-9,DVKJHBMWWAPEIU-UHFFFAOYSA-N,"2,4-Diisocyanato-1-methylbenzene",CC1=CC=C(C=C1N=C=O)N=C=O,"InChI=1S/C9H6N2O2/c1-7-2-3-8(10-5-12)4-9(7)11-6-13/h2-4H,1H3",C9H6N2O2,174.159,174.042927,175,848.0,128.0,377.0,1,91/903,10.0,903.0,Inactive
DTXSID5021758,Tris(2-butoxyethyl) phosphate,78-51-3,WTLBZVNBAKMVDP-UHFFFAOYSA-N,Tris(2-butoxyethyl) phosphate,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,"InChI=1S/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3",C18H39O7P,398.477,398.243341,200,31.0,96.0,323.0,1,70/670,10.0,670.0,Inhibitor_very weak
DTXSID5026251,Triphenylphosphine,603-35-0,RIOQSEWOXXDEQQ-UHFFFAOYSA-N,Triphenylphosphane,C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,InChI=1S/C18H15P/c1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H,C18H15P,262.292,262.091137,113,160.0,197.0,2.0,2,48/432,11.0,432.0,Inhibitor_very weak
DTXSID0020446,Diuron,330-54-1,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,"N'-(3,4-Dichlorophenyl)-N,N-dimethylurea",CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,"InChI=1S/C9H10Cl2N2O/c1-13(2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",C9H10Cl2N2O,233.09,232.017018,265,1257.0,165.0,52.0,2,119/1042,11.0,1042.0,Inhibitor_very weak
