aid,aidtype,aidname,aiddesc,aidcomment,aidsrcid,aidsrcname,aidextid,depdate,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,cnt,activecnt,anatomyid,anatomy,annotation
1453293,Confirmatory,Antagonist activity at human GRalpha expressed in HEK293 cells assessed as inhibition of dexamethasone-induced response after 24 hrs by luciferase reporter gene assay,"Title: Development of nonsteroidal glucocorticoid receptor modulators based on N-benzyl-N-(4-phenoxyphenyl)benzenesulfonamide scaffold._||_Abstract: N-Benzyl-N-(4-phenoxyphenyl)benzenesulfonamide derivatives were developed as a novel class of nonsteroidal glucocorticoid receptor (GR) modulators, which are promising drug candidates for treating immune-related disorders. Focusing on the similarity of the GR and progesterone receptor (PR) ligand-binding domain (LBD) structures, we adopted our recently developed PR antagonist 10 as a lead compound and synthesized a series of derivatives. We found that the N-(4-phenoxyphenyl)benzenesulfonamide skeleton serves as a versatile scaffold for GR antagonists. Among them, 4-cyano derivative 14m was the most potent, with an IC50 value of 1.43μM for GR. This compound showed good selectivity for GR; it retained relatively weak antagonistic activity toward PR (IC50 for PR: 8.00μM; 250-fold less potent than 10), but showed no activity toward AR, ERα or ERβ. Interestingly, the 4-amino derivative 15a exhibited transrepression activity toward NF-κB in addition to GR-antagonistic activity, whereas 14m did not. The structure-activity relationship for transrepression was different from that for GR-antagonistic activity. Computational docking simulations suggested that 15a might bind to the ligand-binding pocket of GR in a different manner from 14m. These findings open up new possibilities for developing novel nonsteroidal GR modulators with distinctive activity profiles.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 13_||_First Page: 3461_||_Last Page: 3470_||_DOI: 10.1016/j.bmc.2017.04.032_||_Target ChEMBL ID: CHEMBL2034_||_ChEMBL Target Name: Glucocorticoid receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4035631,20200621,20220830,21210483|60165333|132502971|132502972|134145786|134156029|137632878|137633773|137637753|137637922|137638938|137639839|137641411|137641761|137642668|137643401|137647155|137648715|137650072|137651118|137651691|137652587|137656584|137658459|137658546|137659850|137660168|137661763|137661940,174514807|374300852|374318302|374354458|381838750|381840109|381846086|381846325|381847873|381849160|381851528|381852055|381853388|381854481|381859996|381862304|381864301|381865850|381865888|381866679|381868035|381871512|381877772|381882081|381882338|381884237|381884701|381887083|381887340,2908,NULL,P04150,Curation Efforts|Research and Development,28506584,0,NULL,P04150,9606,45,NULL,29,13,NULL,NULL,NULL
1453294,Literature-derived,Antagonist activity at human GRalpha expressed in HEK293 cells assessed as inhibition of dexamethasone-induced response at 30 uM after 24 hrs by luciferase reporter gene assay relative to control,"Title: Development of nonsteroidal glucocorticoid receptor modulators based on N-benzyl-N-(4-phenoxyphenyl)benzenesulfonamide scaffold._||_Abstract: N-Benzyl-N-(4-phenoxyphenyl)benzenesulfonamide derivatives were developed as a novel class of nonsteroidal glucocorticoid receptor (GR) modulators, which are promising drug candidates for treating immune-related disorders. Focusing on the similarity of the GR and progesterone receptor (PR) ligand-binding domain (LBD) structures, we adopted our recently developed PR antagonist 10 as a lead compound and synthesized a series of derivatives. We found that the N-(4-phenoxyphenyl)benzenesulfonamide skeleton serves as a versatile scaffold for GR antagonists. Among them, 4-cyano derivative 14m was the most potent, with an IC50 value of 1.43μM for GR. This compound showed good selectivity for GR; it retained relatively weak antagonistic activity toward PR (IC50 for PR: 8.00μM; 250-fold less potent than 10), but showed no activity toward AR, ERα or ERβ. Interestingly, the 4-amino derivative 15a exhibited transrepression activity toward NF-κB in addition to GR-antagonistic activity, whereas 14m did not. The structure-activity relationship for transrepression was different from that for GR-antagonistic activity. Computational docking simulations suggested that 15a might bind to the ligand-binding pocket of GR in a different manner from 14m. These findings open up new possibilities for developing novel nonsteroidal GR modulators with distinctive activity profiles.",Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 13_||_First Page: 3461_||_Last Page: 3470_||_DOI: 10.1016/j.bmc.2017.04.032_||_Target ChEMBL ID: CHEMBL2034_||_ChEMBL Target Name: Glucocorticoid receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4035632,20200621,20200621,137632878|137635365|137637753|137637922|137638938|137639839|137640642|137641411|137641761|137643401|137648715|137650489|137652768|137652957|137656584|137658546|137659291|137659850|137661763,381838750|381842509|381846086|381846325|381847873|381849160|381850391|381851528|381852055|381854481|381862304|381864921|381868307|381868603|381877772|381882338|381883424|381884237|381887083,2908,NULL,P04150,Curation Efforts|Research and Development,28506584,0,NULL,P04150,9606,45,NULL,19,NULL,NULL,NULL,NULL
1453295,Literature-derived,Antagonist activity at human AR expressed in HEK293 cells at 30 uM after 24 hrs by luciferase reporter gene assay,"Title: Development of nonsteroidal glucocorticoid receptor modulators based on N-benzyl-N-(4-phenoxyphenyl)benzenesulfonamide scaffold._||_Abstract: N-Benzyl-N-(4-phenoxyphenyl)benzenesulfonamide derivatives were developed as a novel class of nonsteroidal glucocorticoid receptor (GR) modulators, which are promising drug candidates for treating immune-related disorders. Focusing on the similarity of the GR and progesterone receptor (PR) ligand-binding domain (LBD) structures, we adopted our recently developed PR antagonist 10 as a lead compound and synthesized a series of derivatives. We found that the N-(4-phenoxyphenyl)benzenesulfonamide skeleton serves as a versatile scaffold for GR antagonists. Among them, 4-cyano derivative 14m was the most potent, with an IC50 value of 1.43μM for GR. This compound showed good selectivity for GR; it retained relatively weak antagonistic activity toward PR (IC50 for PR: 8.00μM; 250-fold less potent than 10), but showed no activity toward AR, ERα or ERβ. Interestingly, the 4-amino derivative 15a exhibited transrepression activity toward NF-κB in addition to GR-antagonistic activity, whereas 14m did not. The structure-activity relationship for transrepression was different from that for GR-antagonistic activity. Computational docking simulations suggested that 15a might bind to the ligand-binding pocket of GR in a different manner from 14m. These findings open up new possibilities for developing novel nonsteroidal GR modulators with distinctive activity profiles.",Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 13_||_First Page: 3461_||_Last Page: 3470_||_DOI: 10.1016/j.bmc.2017.04.032_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4035633,20200621,20220318,132502971,381871512,367,NULL,P10275,Curation Efforts|Research and Development,28506584,0,NULL,P10275,9606,45,NULL,1,NULL,NULL,NULL,NULL
38812,Literature-derived,Antagonist efficacy at human Androgen receptor,"Title: Synthesis and biological activity of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives as progesterone receptor modulators._||_Abstract: A series of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives were synthesized and tested in biological assays to evaluate scope and limitations of the nonsteroidal SPRM pharmacophore (3). A number of orally available highly potent nonsteroidal modulators were identified by modification of the substituents at 5-methylidene position.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2003_||_Volume: 13_||_Issue: 12_||_First Page: 2071_||_Last Page: 2074_||_DOI: 10.1016/s0960-894x(03)00255-5_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL648474,20100520,20180930,9953456|44305237,103256108|103256723,367,NULL,P10275,Curation Efforts|Research and Development,12781197,0,NULL,P10275,9606,NULL,NULL,2,NULL,NULL,NULL,NULL
38813,Literature-derived,Antagonist efficacy at human Androgen receptor,"Title: Synthesis and biological activity of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives as progesterone receptor modulators._||_Abstract: A series of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives were synthesized and tested in biological assays to evaluate scope and limitations of the nonsteroidal SPRM pharmacophore (3). A number of orally available highly potent nonsteroidal modulators were identified by modification of the substituents at 5-methylidene position.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2003_||_Volume: 13_||_Issue: 12_||_First Page: 2071_||_Last Page: 2074_||_DOI: 10.1016/s0960-894x(03)00255-5_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL648475,20100520,20180930,5994,103175608,367,NULL,P10275,Curation Efforts|Research and Development,12781197,0,NULL,P10275,9606,NULL,NULL,1,NULL,NULL,NULL,NULL
38814,Literature-derived,Antagonist efficacy at human androgen (hAR) receptor,"Title: Synthesis and biological activity of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives as progesterone receptor modulators._||_Abstract: A series of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives were synthesized and tested in biological assays to evaluate scope and limitations of the nonsteroidal SPRM pharmacophore (3). A number of orally available highly potent nonsteroidal modulators were identified by modification of the substituents at 5-methylidene position.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2003_||_Volume: 13_||_Issue: 12_||_First Page: 2071_||_Last Page: 2074_||_DOI: 10.1016/s0960-894x(03)00255-5_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL648476,20100520,20180930,11090322|44305556,103256777|103256778,367,NULL,P10275,Curation Efforts|Research and Development,12781197,0,NULL,P10275,9606,NULL,NULL,2,NULL,NULL,NULL,NULL
38815,Literature-derived,Antagonist efficacy at human androgen (hAR) receptor; not active,"Title: Synthesis and biological activity of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives as progesterone receptor modulators._||_Abstract: A series of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives were synthesized and tested in biological assays to evaluate scope and limitations of the nonsteroidal SPRM pharmacophore (3). A number of orally available highly potent nonsteroidal modulators were identified by modification of the substituents at 5-methylidene position.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2003_||_Volume: 13_||_Issue: 12_||_First Page: 2071_||_Last Page: 2074_||_DOI: 10.1016/s0960-894x(03)00255-5_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL649478,20100520,20180930,44305270,103256183,367,NULL,P10275,Curation Efforts|Research and Development,12781197,0,NULL,P10275,9606,NULL,NULL,1,NULL,NULL,NULL,NULL
38835,Literature-derived,Percent inhibition of transcriptional activity for androgen receptor compared to DHT at EC50,"Title: Nonsteroidal progesterone receptor antagonists based on 6-thiophenehydroquinolines._||_Abstract: Synthesis and biological evaluation of 6-thiophene 1,2-dihydro or 1,2,3,4-tetrahydroquinoline derivatives resulted in a number of potent nonsteroidal antiprogestins.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2000_||_Volume: 10_||_Issue: 5_||_First Page: 415_||_Last Page: 418_||_DOI: 10.1016/s0960-894x(00)00011-1_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL646931,20100520,20180929,5311505|10446402,103368830|136946112,367,NULL,P10275,Curation Efforts|Research and Development,10743938,0,NULL,P10275,9606,NULL,NULL,2,NULL,NULL,NULL,NULL
38836,Literature-derived,Percent inhibition of transcriptional activity for androgen receptor compared to DHT at EC50,"Title: Nonsteroidal progesterone receptor antagonists based on 6-thiophenehydroquinolines._||_Abstract: Synthesis and biological evaluation of 6-thiophene 1,2-dihydro or 1,2,3,4-tetrahydroquinoline derivatives resulted in a number of potent nonsteroidal antiprogestins.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2000_||_Volume: 10_||_Issue: 5_||_First Page: 415_||_Last Page: 418_||_DOI: 10.1016/s0960-894x(00)00011-1_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL646932,20100520,20180929,23433542,103369744,367,NULL,P10275,Curation Efforts|Research and Development,10743938,0,NULL,P10275,9606,NULL,NULL,1,NULL,NULL,NULL,NULL
38837,Literature-derived,Percent inhibition of transcriptional activity for androgen receptor compared to DHT at EC50,"Title: Nonsteroidal progesterone receptor antagonists based on 6-thiophenehydroquinolines._||_Abstract: Synthesis and biological evaluation of 6-thiophene 1,2-dihydro or 1,2,3,4-tetrahydroquinoline derivatives resulted in a number of potent nonsteroidal antiprogestins.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2000_||_Volume: 10_||_Issue: 5_||_First Page: 415_||_Last Page: 418_||_DOI: 10.1016/s0960-894x(00)00011-1_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL646933,20100520,20180929,44354884|44354885|44354886|44355066,103369085|103369087|103369088|103369532,367,NULL,P10275,Curation Efforts|Research and Development,10743938,0,NULL,P10275,9606,NULL,NULL,4,NULL,NULL,NULL,NULL
38838,Literature-derived,Percent inhibition of transcriptional activity for androgen receptor compared to DHT at EC50,"Title: Nonsteroidal progesterone receptor antagonists based on 6-thiophenehydroquinolines._||_Abstract: Synthesis and biological evaluation of 6-thiophene 1,2-dihydro or 1,2,3,4-tetrahydroquinoline derivatives resulted in a number of potent nonsteroidal antiprogestins.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2000_||_Volume: 10_||_Issue: 5_||_First Page: 415_||_Last Page: 418_||_DOI: 10.1016/s0960-894x(00)00011-1_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL646934,20100520,20180929,23433503,103369745,367,NULL,P10275,Curation Efforts|Research and Development,10743938,0,NULL,P10275,9606,NULL,NULL,1,NULL,NULL,NULL,NULL
38839,Confirmatory,Antagonist activity against Androgen receptor,"Title: Synthesis and biological activity of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives as progesterone receptor modulators._||_Abstract: A series of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives were synthesized and tested in biological assays to evaluate scope and limitations of the nonsteroidal SPRM pharmacophore (3). A number of orally available highly potent nonsteroidal modulators were identified by modification of the substituents at 5-methylidene position.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem. Lett._||_Year: 2003_||_Volume: 13_||_Issue: 12_||_First Page: 2071_||_Last Page: 2074_||_DOI: 10.1016/s0960-894x(03)00255-5_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL646935,20100520,20220830,NULL,NULL,367,NULL,P10275,Curation Efforts|Research and Development,12781197,0,NULL,P10275,9606,NULL,NULL,3,3,NULL,NULL,NULL
38840,Confirmatory,Antagonist activity against Androgen receptor; not active,"Title: Synthesis and biological activity of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives as progesterone receptor modulators._||_Abstract: A series of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives were synthesized and tested in biological assays to evaluate scope and limitations of the nonsteroidal SPRM pharmacophore (3). A number of orally available highly potent nonsteroidal modulators were identified by modification of the substituents at 5-methylidene position.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2003_||_Volume: 13_||_Issue: 12_||_First Page: 2071_||_Last Page: 2074_||_DOI: 10.1016/s0960-894x(03)00255-5_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL646936,20100520,20180930,44305270,103256183,367,NULL,P10275,Curation Efforts|Research and Development,12781197,0,NULL,P10275,9606,NULL,NULL,1,NULL,NULL,NULL,NULL
38967,Confirmatory,Antagonist activity against human Androgen receptor,"Title: Synthesis and biological activity of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives as progesterone receptor modulators._||_Abstract: A series of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives were synthesized and tested in biological assays to evaluate scope and limitations of the nonsteroidal SPRM pharmacophore (3). A number of orally available highly potent nonsteroidal modulators were identified by modification of the substituents at 5-methylidene position.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem. Lett._||_Year: 2003_||_Volume: 13_||_Issue: 12_||_First Page: 2071_||_Last Page: 2074_||_DOI: 10.1016/s0960-894x(03)00255-5_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL647321,20100520,20220830,NULL,NULL,367,NULL,P10275,Curation Efforts|Research and Development,12781197,0,NULL,P10275,9606,NULL,NULL,2,2,NULL,NULL,NULL
38997,Confirmatory,Cross-reactivity as binding to human androgen receptor (hAR),"Title: Nonsteroidal progesterone receptor antagonists based on 6-thiophenehydroquinolines._||_Abstract: Synthesis and biological evaluation of 6-thiophene 1,2-dihydro or 1,2,3,4-tetrahydroquinoline derivatives resulted in a number of potent nonsteroidal antiprogestins.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem. Lett._||_Year: 2000_||_Volume: 10_||_Issue: 5_||_First Page: 415_||_Last Page: 418_||_DOI: 10.1016/s0960-894x(00)00011-1_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL649561,20100520,20220830,NULL,NULL,367,NULL,P10275,Curation Efforts|Research and Development,10743938,0,NULL,P10275,9606,NULL,NULL,8,8,NULL,NULL,NULL
38998,Confirmatory,Cross-reactivity as binding to human androgen receptor (hAR),"Title: Nonsteroidal progesterone receptor antagonists based on 6-thiophenehydroquinolines._||_Abstract: Synthesis and biological evaluation of 6-thiophene 1,2-dihydro or 1,2,3,4-tetrahydroquinoline derivatives resulted in a number of potent nonsteroidal antiprogestins.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg. Med. Chem. Lett._||_Year: 2000_||_Volume: 10_||_Issue: 5_||_First Page: 415_||_Last Page: 418_||_DOI: 10.1016/s0960-894x(00)00011-1_||_Target ChEMBL ID: CHEMBL1871_||_ChEMBL Target Name: Androgen Receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL649562,20100520,20220830,NULL,NULL,367,NULL,P10275,Curation Efforts|Research and Development,10743938,0,NULL,P10275,9606,NULL,NULL,1,1,NULL,NULL,NULL
68720,Literature-derived,Antagonist activity at estrogen (hER) receptor; Efficacy <20% and/or potency >1000 nM,"Title: Synthesis and biological activity of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives as progesterone receptor modulators._||_Abstract: A series of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives were synthesized and tested in biological assays to evaluate scope and limitations of the nonsteroidal SPRM pharmacophore (3). A number of orally available highly potent nonsteroidal modulators were identified by modification of the substituents at 5-methylidene position.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2003_||_Volume: 13_||_Issue: 12_||_First Page: 2071_||_Last Page: 2074_||_DOI: 10.1016/s0960-894x(03)00255-5_||_Target ChEMBL ID: CHEMBL2093866_||_ChEMBL Target Name: Estrogen receptor_||_ChEMBL Target Type: PROTEIN FAMILY - Target is a group of closely related proteins_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Multiple direct protein targets may be assigned,43,ChEMBL,CHEMBL681177,20100520,20180930,44305237,103256108,2099|2100,NULL,P03372|Q92731,Curation Efforts|Research and Development,12781197,0,NULL,P03372|Q92731,9606,NULL,NULL,1,NULL,NULL,NULL,NULL
68724,Literature-derived,Antagonist efficacy with Estrogen receptor,"Title: Synthesis and biological activity of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives as progesterone receptor modulators._||_Abstract: A series of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives were synthesized and tested in biological assays to evaluate scope and limitations of the nonsteroidal SPRM pharmacophore (3). A number of orally available highly potent nonsteroidal modulators were identified by modification of the substituents at 5-methylidene position.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2003_||_Volume: 13_||_Issue: 12_||_First Page: 2071_||_Last Page: 2074_||_DOI: 10.1016/s0960-894x(03)00255-5_||_Target ChEMBL ID: CHEMBL2093866_||_ChEMBL Target Name: Estrogen receptor_||_ChEMBL Target Type: PROTEIN FAMILY - Target is a group of closely related proteins_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Multiple direct protein targets may be assigned,43,ChEMBL,CHEMBL679333,20100520,20180930,9953456,103256723,2099|2100,NULL,P03372|Q92731,Curation Efforts|Research and Development,12781197,0,NULL,P03372|Q92731,9606,NULL,NULL,1,NULL,NULL,NULL,NULL
68726,Literature-derived,Antagonist efficacy with Estrogen receptor; Efficacy <20% and/or potency >1000 nM,"Title: Synthesis and biological activity of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives as progesterone receptor modulators._||_Abstract: A series of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives were synthesized and tested in biological assays to evaluate scope and limitations of the nonsteroidal SPRM pharmacophore (3). A number of orally available highly potent nonsteroidal modulators were identified by modification of the substituents at 5-methylidene position.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2003_||_Volume: 13_||_Issue: 12_||_First Page: 2071_||_Last Page: 2074_||_DOI: 10.1016/s0960-894x(03)00255-5_||_Target ChEMBL ID: CHEMBL2093866_||_ChEMBL Target Name: Estrogen receptor_||_ChEMBL Target Type: PROTEIN FAMILY - Target is a group of closely related proteins_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Multiple direct protein targets may be assigned,43,ChEMBL,CHEMBL679335,20100520,20180930,44305237,103256108,2099|2100,NULL,P03372|Q92731,Curation Efforts|Research and Development,12781197,0,NULL,P03372|Q92731,9606,NULL,NULL,1,NULL,NULL,NULL,NULL
68728,Literature-derived,Antagonist efficacy with estrogen (hER) receptor; not active,"Title: Synthesis and biological activity of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives as progesterone receptor modulators._||_Abstract: A series of 5-methylidene 1,2-dihydrochromeno[3,4-f]quinoline derivatives were synthesized and tested in biological assays to evaluate scope and limitations of the nonsteroidal SPRM pharmacophore (3). A number of orally available highly potent nonsteroidal modulators were identified by modification of the substituents at 5-methylidene position.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2003_||_Volume: 13_||_Issue: 12_||_First Page: 2071_||_Last Page: 2074_||_DOI: 10.1016/s0960-894x(03)00255-5_||_Target ChEMBL ID: CHEMBL2093866_||_ChEMBL Target Name: Estrogen receptor_||_ChEMBL Target Type: PROTEIN FAMILY - Target is a group of closely related proteins_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Multiple direct protein targets may be assigned,43,ChEMBL,CHEMBL679337,20100520,20180930,5994|11090322|44305270|44305556,103175608|103256183|103256777|103256778,2099|2100,NULL,P03372|Q92731,Curation Efforts|Research and Development,12781197,0,NULL,P03372|Q92731,9606,NULL,NULL,4,NULL,NULL,NULL,NULL
68736,Literature-derived,Cross-reactivity as binding to human estrogen receptor (hER),"Title: Nonsteroidal progesterone receptor antagonists based on 6-thiophenehydroquinolines._||_Abstract: Synthesis and biological evaluation of 6-thiophene 1,2-dihydro or 1,2,3,4-tetrahydroquinoline derivatives resulted in a number of potent nonsteroidal antiprogestins.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2000_||_Volume: 10_||_Issue: 5_||_First Page: 415_||_Last Page: 418_||_DOI: 10.1016/s0960-894x(00)00011-1_||_Target ChEMBL ID: CHEMBL2093866_||_ChEMBL Target Name: Estrogen receptor_||_ChEMBL Target Type: PROTEIN FAMILY - Target is a group of closely related proteins_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Multiple direct protein targets may be assigned,43,ChEMBL,CHEMBL679345,20100520,20180929,5311505,136946112,2099|2100,NULL,P03372|Q92731,Curation Efforts|Research and Development,10743938,0,NULL,P03372|Q92731,9606,NULL,NULL,1,NULL,NULL,NULL,NULL
68737,Literature-derived,Percent inhibition of estrogen receptor transcriptional activity at estradiol EC50; NA=not active,"Title: Nonsteroidal progesterone receptor antagonists based on 6-thiophenehydroquinolines._||_Abstract: Synthesis and biological evaluation of 6-thiophene 1,2-dihydro or 1,2,3,4-tetrahydroquinoline derivatives resulted in a number of potent nonsteroidal antiprogestins.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2000_||_Volume: 10_||_Issue: 5_||_First Page: 415_||_Last Page: 418_||_DOI: 10.1016/s0960-894x(00)00011-1_||_Target ChEMBL ID: CHEMBL2093866_||_ChEMBL Target Name: Estrogen receptor_||_ChEMBL Target Type: PROTEIN FAMILY - Target is a group of closely related proteins_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Multiple direct protein targets may be assigned,43,ChEMBL,CHEMBL679346,20100520,20180929,9839013,103342101,2099|2100,NULL,P03372|Q92731,Curation Efforts|Research and Development,10743938,0,NULL,P03372|Q92731,9606,NULL,NULL,1,NULL,NULL,NULL,NULL
