,aid,aidtype,aidname,aiddesc,aidcomment,aidsrcid,aidsrcname,aidextid,depdate,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,cnt,activecnt,anatomyid,anatomy,annotation,type,target,target_pr,contains_nm,contains_expression,to_process
1802,1452762,Confirmatory,cytotoxicity against human mda-mb-231 cells assessed as cell growth inhibition after 3 days by mtt assay,"Title: Small molecules inhibit STAT3 activation, autophagy, and cancer cell anchorage-independent growth._||_Abstract: Triple-negative breast cancers (TNBCs) lack the signature targets of other breast tumors, such as HER2, estrogen receptor, and progesterone receptor. These aggressive basal-like tumors are driven by a complex array of signaling pathways that are activated by multiple driver mutations. Here we report the discovery of 6 (KIN-281), a small molecule that inhibits multiple kinases including maternal leucine zipper kinase (MELK) and the non-receptor tyrosine kinase bone marrow X-linked (BMX) with single-digit micromolar IC50s. Several derivatives of 6 were synthesized to gain insight into the binding mode of the compound to the ATP binding pocket. Compound 6 was tested for its effect on anchorage-dependent and independent growth of MDA-MB-231 and MDA-MB-468 breast cancer cells. The effect of 6 on BMX prompted us to evaluate its effect on STAT3 phosphorylation and DNA binding. The compound's inhibition of cell growth led to measurements of survivin, Bcl-XL, p21WAF1/CIP1, and cyclin A2 levels. Finally, LC3B-II levels were quantified following treatment of cells with 6 to determine whether the compound affected autophagy, a process that is known to be activated by STAT3. Compound 6 provides a starting point for the development of small molecules with polypharmacology that can suppress TNBC growth and metastasis.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 12_||_First Page: 2995_||_Last Page: 3005_||_DOI: 10.1016/j.bmc.2017.03.048_||_Target ChEMBL ID: CHEMBL400_||_ChEMBL Target Name: MDA-MB-231_||_ChEMBL Target Type: CELL-LINE - Target is a specific cell-line_||_Relationship Type: N - Non-molecular target assigned_||_Confidence: Target assigned is non-molecular,43,ChEMBL,CHEMBL4035100,20200621,20220830,,,,Toxicity,,Curation Efforts|Research and Development,28438385,0,,,,53.0,,11.0,11.0,,,,antagonist,MDA-MB-231,False,True,False,False
1803,1452763,Confirmatory,cytotoxicity against human mda-mb-231 cells assessed as inhibition of anchorage-independent colony formation on soft agar after 10 days by crystal violet staining based assay,"Title: Small molecules inhibit STAT3 activation, autophagy, and cancer cell anchorage-independent growth._||_Abstract: Triple-negative breast cancers (TNBCs) lack the signature targets of other breast tumors, such as HER2, estrogen receptor, and progesterone receptor. These aggressive basal-like tumors are driven by a complex array of signaling pathways that are activated by multiple driver mutations. Here we report the discovery of 6 (KIN-281), a small molecule that inhibits multiple kinases including maternal leucine zipper kinase (MELK) and the non-receptor tyrosine kinase bone marrow X-linked (BMX) with single-digit micromolar IC50s. Several derivatives of 6 were synthesized to gain insight into the binding mode of the compound to the ATP binding pocket. Compound 6 was tested for its effect on anchorage-dependent and independent growth of MDA-MB-231 and MDA-MB-468 breast cancer cells. The effect of 6 on BMX prompted us to evaluate its effect on STAT3 phosphorylation and DNA binding. The compound's inhibition of cell growth led to measurements of survivin, Bcl-XL, p21WAF1/CIP1, and cyclin A2 levels. Finally, LC3B-II levels were quantified following treatment of cells with 6 to determine whether the compound affected autophagy, a process that is known to be activated by STAT3. Compound 6 provides a starting point for the development of small molecules with polypharmacology that can suppress TNBC growth and metastasis.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 12_||_First Page: 2995_||_Last Page: 3005_||_DOI: 10.1016/j.bmc.2017.03.048_||_Target ChEMBL ID: CHEMBL400_||_ChEMBL Target Name: MDA-MB-231_||_ChEMBL Target Type: CELL-LINE - Target is a specific cell-line_||_Relationship Type: N - Non-molecular target assigned_||_Confidence: Target assigned is non-molecular,43,ChEMBL,CHEMBL4035101,20200621,20220830,,,,Toxicity,,Curation Efforts|Research and Development,28438385,0,,,,53.0,,3.0,3.0,,,,antagonist,MDA-MB-231,False,True,False,False
1804,1452764,Literature-derived,inhibition of melk in human mda-mb-231 cells assessed as upregulation of p53-dependent p21waf1/cip1 expression at 5 um by western blot method,"Title: Small molecules inhibit STAT3 activation, autophagy, and cancer cell anchorage-independent growth._||_Abstract: Triple-negative breast cancers (TNBCs) lack the signature targets of other breast tumors, such as HER2, estrogen receptor, and progesterone receptor. These aggressive basal-like tumors are driven by a complex array of signaling pathways that are activated by multiple driver mutations. Here we report the discovery of 6 (KIN-281), a small molecule that inhibits multiple kinases including maternal leucine zipper kinase (MELK) and the non-receptor tyrosine kinase bone marrow X-linked (BMX) with single-digit micromolar IC50s. Several derivatives of 6 were synthesized to gain insight into the binding mode of the compound to the ATP binding pocket. Compound 6 was tested for its effect on anchorage-dependent and independent growth of MDA-MB-231 and MDA-MB-468 breast cancer cells. The effect of 6 on BMX prompted us to evaluate its effect on STAT3 phosphorylation and DNA binding. The compound's inhibition of cell growth led to measurements of survivin, Bcl-XL, p21WAF1/CIP1, and cyclin A2 levels. Finally, LC3B-II levels were quantified following treatment of cells with 6 to determine whether the compound affected autophagy, a process that is known to be activated by STAT3. Compound 6 provides a starting point for the development of small molecules with polypharmacology that can suppress TNBC growth and metastasis.",Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 12_||_First Page: 2995_||_Last Page: 3005_||_DOI: 10.1016/j.bmc.2017.03.048_||_Target ChEMBL ID: CHEMBL4578_||_ChEMBL Target Name: Maternal embryonic leucine zipper kinase_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4035102,20200621,20220318,5897428|5938113,381855353|381872650,9833,,Q14680,Curation Efforts|Research and Development,28438385,0,2.7.10.2|2.7.11.1,Q14680,9606.0,,,2.0,,,,,antagonist,Maternal embryonic leucine zipper kinase,False,False,True,False
1805,1452765,Literature-derived,inhibition of melk in human mda-mb-468 cells assessed as upregulation of p53-dependent p21waf1/cip1 expression at 5 um by western blot method,"Title: Small molecules inhibit STAT3 activation, autophagy, and cancer cell anchorage-independent growth._||_Abstract: Triple-negative breast cancers (TNBCs) lack the signature targets of other breast tumors, such as HER2, estrogen receptor, and progesterone receptor. These aggressive basal-like tumors are driven by a complex array of signaling pathways that are activated by multiple driver mutations. Here we report the discovery of 6 (KIN-281), a small molecule that inhibits multiple kinases including maternal leucine zipper kinase (MELK) and the non-receptor tyrosine kinase bone marrow X-linked (BMX) with single-digit micromolar IC50s. Several derivatives of 6 were synthesized to gain insight into the binding mode of the compound to the ATP binding pocket. Compound 6 was tested for its effect on anchorage-dependent and independent growth of MDA-MB-231 and MDA-MB-468 breast cancer cells. The effect of 6 on BMX prompted us to evaluate its effect on STAT3 phosphorylation and DNA binding. The compound's inhibition of cell growth led to measurements of survivin, Bcl-XL, p21WAF1/CIP1, and cyclin A2 levels. Finally, LC3B-II levels were quantified following treatment of cells with 6 to determine whether the compound affected autophagy, a process that is known to be activated by STAT3. Compound 6 provides a starting point for the development of small molecules with polypharmacology that can suppress TNBC growth and metastasis.",Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 12_||_First Page: 2995_||_Last Page: 3005_||_DOI: 10.1016/j.bmc.2017.03.048_||_Target ChEMBL ID: CHEMBL4578_||_ChEMBL Target Name: Maternal embryonic leucine zipper kinase_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4035103,20200621,20220318,5897428|5938113,381855353|381872650,9833,,Q14680,Curation Efforts|Research and Development,28438385,0,2.7.10.2|2.7.11.1,Q14680,9606.0,,,2.0,,,,,antagonist,Maternal embryonic leucine zipper kinase,False,False,True,False
1806,1452766,Literature-derived,inhibition of melk in human mda-mb-468 cells assessed as decrease in cyclin a2 level at 5 um measured over 48 hrs by western blot method,"Title: Small molecules inhibit STAT3 activation, autophagy, and cancer cell anchorage-independent growth._||_Abstract: Triple-negative breast cancers (TNBCs) lack the signature targets of other breast tumors, such as HER2, estrogen receptor, and progesterone receptor. These aggressive basal-like tumors are driven by a complex array of signaling pathways that are activated by multiple driver mutations. Here we report the discovery of 6 (KIN-281), a small molecule that inhibits multiple kinases including maternal leucine zipper kinase (MELK) and the non-receptor tyrosine kinase bone marrow X-linked (BMX) with single-digit micromolar IC50s. Several derivatives of 6 were synthesized to gain insight into the binding mode of the compound to the ATP binding pocket. Compound 6 was tested for its effect on anchorage-dependent and independent growth of MDA-MB-231 and MDA-MB-468 breast cancer cells. The effect of 6 on BMX prompted us to evaluate its effect on STAT3 phosphorylation and DNA binding. The compound's inhibition of cell growth led to measurements of survivin, Bcl-XL, p21WAF1/CIP1, and cyclin A2 levels. Finally, LC3B-II levels were quantified following treatment of cells with 6 to determine whether the compound affected autophagy, a process that is known to be activated by STAT3. Compound 6 provides a starting point for the development of small molecules with polypharmacology that can suppress TNBC growth and metastasis.",Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 12_||_First Page: 2995_||_Last Page: 3005_||_DOI: 10.1016/j.bmc.2017.03.048_||_Target ChEMBL ID: CHEMBL4578_||_ChEMBL Target Name: Maternal embryonic leucine zipper kinase_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4035104,20200621,20220318,5897428|5938113,381855353|381872650,9833,,Q14680,Curation Efforts|Research and Development,28438385,0,2.7.10.2|2.7.11.1,Q14680,9606.0,,,2.0,2.0,,,,antagonist,Maternal embryonic leucine zipper kinase,False,False,False,False
1807,1452767,Literature-derived,inhibition of melk in human mda-mb-231 cells assessed as decrease in cyclin a2 level at 5 um measured over 48 hrs by western blot method,"Title: Small molecules inhibit STAT3 activation, autophagy, and cancer cell anchorage-independent growth._||_Abstract: Triple-negative breast cancers (TNBCs) lack the signature targets of other breast tumors, such as HER2, estrogen receptor, and progesterone receptor. These aggressive basal-like tumors are driven by a complex array of signaling pathways that are activated by multiple driver mutations. Here we report the discovery of 6 (KIN-281), a small molecule that inhibits multiple kinases including maternal leucine zipper kinase (MELK) and the non-receptor tyrosine kinase bone marrow X-linked (BMX) with single-digit micromolar IC50s. Several derivatives of 6 were synthesized to gain insight into the binding mode of the compound to the ATP binding pocket. Compound 6 was tested for its effect on anchorage-dependent and independent growth of MDA-MB-231 and MDA-MB-468 breast cancer cells. The effect of 6 on BMX prompted us to evaluate its effect on STAT3 phosphorylation and DNA binding. The compound's inhibition of cell growth led to measurements of survivin, Bcl-XL, p21WAF1/CIP1, and cyclin A2 levels. Finally, LC3B-II levels were quantified following treatment of cells with 6 to determine whether the compound affected autophagy, a process that is known to be activated by STAT3. Compound 6 provides a starting point for the development of small molecules with polypharmacology that can suppress TNBC growth and metastasis.",Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 12_||_First Page: 2995_||_Last Page: 3005_||_DOI: 10.1016/j.bmc.2017.03.048_||_Target ChEMBL ID: CHEMBL4578_||_ChEMBL Target Name: Maternal embryonic leucine zipper kinase_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4035105,20200621,20220318,5897428|5938113,381855353|381872650,9833,,Q14680,Curation Efforts|Research and Development,28438385,0,2.7.10.2|2.7.11.1,Q14680,9606.0,,,2.0,2.0,,,,antagonist,Maternal embryonic leucine zipper kinase,False,False,False,False
1808,1452768,Literature-derived,inhibition of melk in human mda-mb-468 cells assessed as decrease in p53 phosphorylation at ser15 residue at 5 um by western blot method,"Title: Small molecules inhibit STAT3 activation, autophagy, and cancer cell anchorage-independent growth._||_Abstract: Triple-negative breast cancers (TNBCs) lack the signature targets of other breast tumors, such as HER2, estrogen receptor, and progesterone receptor. These aggressive basal-like tumors are driven by a complex array of signaling pathways that are activated by multiple driver mutations. Here we report the discovery of 6 (KIN-281), a small molecule that inhibits multiple kinases including maternal leucine zipper kinase (MELK) and the non-receptor tyrosine kinase bone marrow X-linked (BMX) with single-digit micromolar IC50s. Several derivatives of 6 were synthesized to gain insight into the binding mode of the compound to the ATP binding pocket. Compound 6 was tested for its effect on anchorage-dependent and independent growth of MDA-MB-231 and MDA-MB-468 breast cancer cells. The effect of 6 on BMX prompted us to evaluate its effect on STAT3 phosphorylation and DNA binding. The compound's inhibition of cell growth led to measurements of survivin, Bcl-XL, p21WAF1/CIP1, and cyclin A2 levels. Finally, LC3B-II levels were quantified following treatment of cells with 6 to determine whether the compound affected autophagy, a process that is known to be activated by STAT3. Compound 6 provides a starting point for the development of small molecules with polypharmacology that can suppress TNBC growth and metastasis.",Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 12_||_First Page: 2995_||_Last Page: 3005_||_DOI: 10.1016/j.bmc.2017.03.048_||_Target ChEMBL ID: CHEMBL4578_||_ChEMBL Target Name: Maternal embryonic leucine zipper kinase_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4035106,20200621,20220318,5897428|5938113,381855353|381872650,9833,,Q14680,Curation Efforts|Research and Development,28438385,0,2.7.10.2|2.7.11.1,Q14680,9606.0,,,2.0,,,,,antagonist,Maternal embryonic leucine zipper kinase,False,False,False,False
1809,1452769,Literature-derived,effect on p53 levels in human mda-mb-468 cells at 5 um up to 48 hrs by western blot method,"Title: Small molecules inhibit STAT3 activation, autophagy, and cancer cell anchorage-independent growth._||_Abstract: Triple-negative breast cancers (TNBCs) lack the signature targets of other breast tumors, such as HER2, estrogen receptor, and progesterone receptor. These aggressive basal-like tumors are driven by a complex array of signaling pathways that are activated by multiple driver mutations. Here we report the discovery of 6 (KIN-281), a small molecule that inhibits multiple kinases including maternal leucine zipper kinase (MELK) and the non-receptor tyrosine kinase bone marrow X-linked (BMX) with single-digit micromolar IC50s. Several derivatives of 6 were synthesized to gain insight into the binding mode of the compound to the ATP binding pocket. Compound 6 was tested for its effect on anchorage-dependent and independent growth of MDA-MB-231 and MDA-MB-468 breast cancer cells. The effect of 6 on BMX prompted us to evaluate its effect on STAT3 phosphorylation and DNA binding. The compound's inhibition of cell growth led to measurements of survivin, Bcl-XL, p21WAF1/CIP1, and cyclin A2 levels. Finally, LC3B-II levels were quantified following treatment of cells with 6 to determine whether the compound affected autophagy, a process that is known to be activated by STAT3. Compound 6 provides a starting point for the development of small molecules with polypharmacology that can suppress TNBC growth and metastasis.",Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 12_||_First Page: 2995_||_Last Page: 3005_||_DOI: 10.1016/j.bmc.2017.03.048_||_Target ChEMBL ID: CHEMBL614335_||_ChEMBL Target Name: MDA-MB-468_||_ChEMBL Target Type: CELL-LINE - Target is a specific cell-line_||_Relationship Type: N - Non-molecular target assigned_||_Confidence: Target assigned is non-molecular,43,ChEMBL,CHEMBL4035107,20200621,20200621,5897428|5938113,381855353|381872650,,,,Curation Efforts|Research and Development,28438385,0,,,,396.0,,2.0,,,,,unknown,MDA-MB-468,False,False,False,False
1810,1452770,Literature-derived,inhibition of [gamma32p]-atp labelled dna binding to stat3 dimer (unknown origin) at 5 um after 4 hrs by electrophoretic mobility shift assay,"Title: Small molecules inhibit STAT3 activation, autophagy, and cancer cell anchorage-independent growth._||_Abstract: Triple-negative breast cancers (TNBCs) lack the signature targets of other breast tumors, such as HER2, estrogen receptor, and progesterone receptor. These aggressive basal-like tumors are driven by a complex array of signaling pathways that are activated by multiple driver mutations. Here we report the discovery of 6 (KIN-281), a small molecule that inhibits multiple kinases including maternal leucine zipper kinase (MELK) and the non-receptor tyrosine kinase bone marrow X-linked (BMX) with single-digit micromolar IC50s. Several derivatives of 6 were synthesized to gain insight into the binding mode of the compound to the ATP binding pocket. Compound 6 was tested for its effect on anchorage-dependent and independent growth of MDA-MB-231 and MDA-MB-468 breast cancer cells. The effect of 6 on BMX prompted us to evaluate its effect on STAT3 phosphorylation and DNA binding. The compound's inhibition of cell growth led to measurements of survivin, Bcl-XL, p21WAF1/CIP1, and cyclin A2 levels. Finally, LC3B-II levels were quantified following treatment of cells with 6 to determine whether the compound affected autophagy, a process that is known to be activated by STAT3. Compound 6 provides a starting point for the development of small molecules with polypharmacology that can suppress TNBC growth and metastasis.",Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 12_||_First Page: 2995_||_Last Page: 3005_||_DOI: 10.1016/j.bmc.2017.03.048_||_Target ChEMBL ID: CHEMBL4026_||_ChEMBL Target Name: Signal transducer and activator of transcription 3_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4035108,20200621,20220318,5897428,381872650,6774,,P40763,Curation Efforts|Research and Development,28438385,0,,P40763,9606.0,,,1.0,1.0,,,,antagonist,Signal transducer and activator of transcription 3,False,False,False,False
1811,1452771,Literature-derived,inhibition of jak1 (unknown origin) at 20 um,"Title: Small molecules inhibit STAT3 activation, autophagy, and cancer cell anchorage-independent growth._||_Abstract: Triple-negative breast cancers (TNBCs) lack the signature targets of other breast tumors, such as HER2, estrogen receptor, and progesterone receptor. These aggressive basal-like tumors are driven by a complex array of signaling pathways that are activated by multiple driver mutations. Here we report the discovery of 6 (KIN-281), a small molecule that inhibits multiple kinases including maternal leucine zipper kinase (MELK) and the non-receptor tyrosine kinase bone marrow X-linked (BMX) with single-digit micromolar IC50s. Several derivatives of 6 were synthesized to gain insight into the binding mode of the compound to the ATP binding pocket. Compound 6 was tested for its effect on anchorage-dependent and independent growth of MDA-MB-231 and MDA-MB-468 breast cancer cells. The effect of 6 on BMX prompted us to evaluate its effect on STAT3 phosphorylation and DNA binding. The compound's inhibition of cell growth led to measurements of survivin, Bcl-XL, p21WAF1/CIP1, and cyclin A2 levels. Finally, LC3B-II levels were quantified following treatment of cells with 6 to determine whether the compound affected autophagy, a process that is known to be activated by STAT3. Compound 6 provides a starting point for the development of small molecules with polypharmacology that can suppress TNBC growth and metastasis.",Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 12_||_First Page: 2995_||_Last Page: 3005_||_DOI: 10.1016/j.bmc.2017.03.048_||_Target ChEMBL ID: CHEMBL2835_||_ChEMBL Target Name: Tyrosine-protein kinase JAK1_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4035109,20200621,20220318,5938113,381855353,3716,,P23458,Curation Efforts|Research and Development,28438385,0,2.7.10.2,P23458,9606.0,,,1.0,,,,,antagonist,Tyrosine-protein kinase JAK1,False,False,False,False
1812,1452772,Literature-derived,inhibition of jak2 (unknown origin) at 20 um,"Title: Small molecules inhibit STAT3 activation, autophagy, and cancer cell anchorage-independent growth._||_Abstract: Triple-negative breast cancers (TNBCs) lack the signature targets of other breast tumors, such as HER2, estrogen receptor, and progesterone receptor. These aggressive basal-like tumors are driven by a complex array of signaling pathways that are activated by multiple driver mutations. Here we report the discovery of 6 (KIN-281), a small molecule that inhibits multiple kinases including maternal leucine zipper kinase (MELK) and the non-receptor tyrosine kinase bone marrow X-linked (BMX) with single-digit micromolar IC50s. Several derivatives of 6 were synthesized to gain insight into the binding mode of the compound to the ATP binding pocket. Compound 6 was tested for its effect on anchorage-dependent and independent growth of MDA-MB-231 and MDA-MB-468 breast cancer cells. The effect of 6 on BMX prompted us to evaluate its effect on STAT3 phosphorylation and DNA binding. The compound's inhibition of cell growth led to measurements of survivin, Bcl-XL, p21WAF1/CIP1, and cyclin A2 levels. Finally, LC3B-II levels were quantified following treatment of cells with 6 to determine whether the compound affected autophagy, a process that is known to be activated by STAT3. Compound 6 provides a starting point for the development of small molecules with polypharmacology that can suppress TNBC growth and metastasis.",Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 12_||_First Page: 2995_||_Last Page: 3005_||_DOI: 10.1016/j.bmc.2017.03.048_||_Target ChEMBL ID: CHEMBL2971_||_ChEMBL Target Name: Tyrosine-protein kinase JAK2_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4035110,20200621,20220318,5938113,381855353,3717,,O60674,Curation Efforts|Research and Development,28438385,0,2.7.10.2,O60674,9606.0,,,1.0,,,,,antagonist,Tyrosine-protein kinase JAK2,False,False,False,False
1813,1452773,Literature-derived,inhibition of jak3 (unknown origin) at 20 um,"Title: Small molecules inhibit STAT3 activation, autophagy, and cancer cell anchorage-independent growth._||_Abstract: Triple-negative breast cancers (TNBCs) lack the signature targets of other breast tumors, such as HER2, estrogen receptor, and progesterone receptor. These aggressive basal-like tumors are driven by a complex array of signaling pathways that are activated by multiple driver mutations. Here we report the discovery of 6 (KIN-281), a small molecule that inhibits multiple kinases including maternal leucine zipper kinase (MELK) and the non-receptor tyrosine kinase bone marrow X-linked (BMX) with single-digit micromolar IC50s. Several derivatives of 6 were synthesized to gain insight into the binding mode of the compound to the ATP binding pocket. Compound 6 was tested for its effect on anchorage-dependent and independent growth of MDA-MB-231 and MDA-MB-468 breast cancer cells. The effect of 6 on BMX prompted us to evaluate its effect on STAT3 phosphorylation and DNA binding. The compound's inhibition of cell growth led to measurements of survivin, Bcl-XL, p21WAF1/CIP1, and cyclin A2 levels. Finally, LC3B-II levels were quantified following treatment of cells with 6 to determine whether the compound affected autophagy, a process that is known to be activated by STAT3. Compound 6 provides a starting point for the development of small molecules with polypharmacology that can suppress TNBC growth and metastasis.",Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 12_||_First Page: 2995_||_Last Page: 3005_||_DOI: 10.1016/j.bmc.2017.03.048_||_Target ChEMBL ID: CHEMBL2148_||_ChEMBL Target Name: Tyrosine-protein kinase JAK3_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4035111,20200621,20220318,5938113,381855353,3718,,P52333,Curation Efforts|Research and Development,28438385,0,2.7.10.2,P52333,9606.0,,,1.0,,,,,antagonist,Tyrosine-protein kinase JAK3,False,False,False,False
1814,1452774,Literature-derived,inhibition of akt phosphorylation in human mda-mb-468 cells by western blot method,"Title: Small molecules inhibit STAT3 activation, autophagy, and cancer cell anchorage-independent growth._||_Abstract: Triple-negative breast cancers (TNBCs) lack the signature targets of other breast tumors, such as HER2, estrogen receptor, and progesterone receptor. These aggressive basal-like tumors are driven by a complex array of signaling pathways that are activated by multiple driver mutations. Here we report the discovery of 6 (KIN-281), a small molecule that inhibits multiple kinases including maternal leucine zipper kinase (MELK) and the non-receptor tyrosine kinase bone marrow X-linked (BMX) with single-digit micromolar IC50s. Several derivatives of 6 were synthesized to gain insight into the binding mode of the compound to the ATP binding pocket. Compound 6 was tested for its effect on anchorage-dependent and independent growth of MDA-MB-231 and MDA-MB-468 breast cancer cells. The effect of 6 on BMX prompted us to evaluate its effect on STAT3 phosphorylation and DNA binding. The compound's inhibition of cell growth led to measurements of survivin, Bcl-XL, p21WAF1/CIP1, and cyclin A2 levels. Finally, LC3B-II levels were quantified following treatment of cells with 6 to determine whether the compound affected autophagy, a process that is known to be activated by STAT3. Compound 6 provides a starting point for the development of small molecules with polypharmacology that can suppress TNBC growth and metastasis.",Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 12_||_First Page: 2995_||_Last Page: 3005_||_DOI: 10.1016/j.bmc.2017.03.048_||_Target ChEMBL ID: CHEMBL4282_||_ChEMBL Target Name: Serine/threonine-protein kinase AKT_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4035112,20200621,20220318,5897428|5938113,381855353|381872650,207,,P31749,Curation Efforts|Research and Development,28438385,0,2.7.11.1,P31749,9606.0,,,2.0,,,,,antagonist,RAC-alpha serine/threonine-protein kinase,False,False,False,False
1815,1452775,Literature-derived,inhibition of stat3 phosphorylation at tyr705 in human mda-mb-231 cells at 5 um measured at 4 hrs by western blot method,"Title: Small molecules inhibit STAT3 activation, autophagy, and cancer cell anchorage-independent growth._||_Abstract: Triple-negative breast cancers (TNBCs) lack the signature targets of other breast tumors, such as HER2, estrogen receptor, and progesterone receptor. These aggressive basal-like tumors are driven by a complex array of signaling pathways that are activated by multiple driver mutations. Here we report the discovery of 6 (KIN-281), a small molecule that inhibits multiple kinases including maternal leucine zipper kinase (MELK) and the non-receptor tyrosine kinase bone marrow X-linked (BMX) with single-digit micromolar IC50s. Several derivatives of 6 were synthesized to gain insight into the binding mode of the compound to the ATP binding pocket. Compound 6 was tested for its effect on anchorage-dependent and independent growth of MDA-MB-231 and MDA-MB-468 breast cancer cells. The effect of 6 on BMX prompted us to evaluate its effect on STAT3 phosphorylation and DNA binding. The compound's inhibition of cell growth led to measurements of survivin, Bcl-XL, p21WAF1/CIP1, and cyclin A2 levels. Finally, LC3B-II levels were quantified following treatment of cells with 6 to determine whether the compound affected autophagy, a process that is known to be activated by STAT3. Compound 6 provides a starting point for the development of small molecules with polypharmacology that can suppress TNBC growth and metastasis.",Journal: Bioorg Med Chem_||_Year: 2017_||_Volume: 25_||_Issue: 12_||_First Page: 2995_||_Last Page: 3005_||_DOI: 10.1016/j.bmc.2017.03.048_||_Target ChEMBL ID: CHEMBL4026_||_ChEMBL Target Name: Signal transducer and activator of transcription 3_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4035113,20200621,20220318,5897428|5938113,381855353|381872650,6774,,P40763,Curation Efforts|Research and Development,28438385,0,,P40763,9606.0,,,2.0,2.0,,,,antagonist,Signal transducer and activator of transcription 3,False,False,False,False
